id,jurisdiction,jurisdiction_code,country,regulation_name,authority,product_category,voc_limit_g_per_L,unit,effective_date,last_amended,source_url,scope,healthcare_context,zero_voc_threshold_g_per_L,low_voc_threshold_g_per_L,classification
593,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Laundry Detergent (Institutional),3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
594,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Fabric Softener (Institutional),2.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
595,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Spot Remover,10.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
596,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Dust Suppressant,0.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
597,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Adhesive Remover,20.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
598,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Graffiti Remover,30.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
599,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Heavy-Duty Hand Cleaner,5.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Ultra-Low VOC
600,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Stainless Steel Cleaner,5.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Ultra-Low VOC
601,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,General Purpose Cleaner,4.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
602,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,General Purpose Degreaser,25.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
603,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Glass Cleaner,4.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
604,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Bathroom and Tile Cleaner,5.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Ultra-Low VOC
605,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Toilet/Urinal Care Product,3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
606,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Floor Wax Stripper,0.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
607,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Floor Finish / Polish,3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
608,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Carpet Cleaner (Extraction),3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
609,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Carpet Cleaner (Encapsulation),5.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Ultra-Low VOC
610,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Disinfectant (Spray),35.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
611,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Disinfectant (Concentrate),8.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
612,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Sanitizer (Food Contact),10.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
613,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Air Freshener (Spray),15.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
614,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Air Freshener (Liquid/Wick),3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
615,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Metal Polish/Cleanser,15.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
616,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Furniture Maintenance Product,7.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
617,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Oven/Grill Cleaner,3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
618,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Laundry Detergent (Institutional),3.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
619,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Fabric Softener (Institutional),2.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
620,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Spot Remover,10.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
621,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Dust Suppressant,0.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
622,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Adhesive Remover,20.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
623,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Graffiti Remover,30.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
624,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Heavy-Duty Hand Cleaner,5.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Ultra-Low VOC
625,British Columbia,CA-BC,Canada,BC Environmental Management Act — Air Quality Regulations,BC Ministry of Environment,Stainless Steel Cleaner,5.0,g/L as applied,2004-01-01,2022-01-01,,Products sold/used in the province,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Ultra-Low VOC
626,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,General Purpose Cleaner,5.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
627,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,General Purpose Degreaser,30.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
628,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,Glass Cleaner,5.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
629,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,Bathroom and Tile Cleaner,6.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
630,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,Toilet/Urinal Care Product,4.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
631,Quebec,CA-QC,Canada,"Clean Air Regulation (Q-2, r.4.1) — Division VI.1",Quebec MELCCFP,Floor Wax Stripper,0.0,g/L as applied,2011-06-30,2023-01-01,,Products sold/used in the province,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
