id,product_id,product_name,manufacturer,product_category,voc_content_g_per_L,effective_voc_diluted_g_per_L,dilution_ratio,coverage_sqft_per_L,price_per_litre_cad,certifications,healthcare_approved,recommended_facility_types,compliant_jurisdiction_count,total_jurisdictions_checked,compliant_jurisdictions,non_compliant_jurisdictions,din_npn,sds_available,voc_classification,ipac_compatible,green_seal_eligible
3455,PROD-32EF67D9,Chase Products Co. FabriSoft HC 500,Chase Products Co.,Fabric Softener (Institutional),1.8,0.02,1:100,,10.54,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold,Yes,Psychiatric Facility; Rehabilitation Centre; Community Health Centre; Acute Care Hospital; Outpatient Surgery Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
3456,PROD-637EFD91,Rochester Midland Corporation ChromeGuard EC,Rochester Midland Corporation,Metal Polish/Cleanser,4.9,4.9,RTU (Ready-to-Use),152,25.13,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Acute Care Hospital; Emergency Department; Long-Term Care Home; Rehabilitation Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3457,PROD-DF8826BE,Buckeye International FloorStrip Pro 100,Buckeye International,Floor Wax Stripper,0.7,0.08,1:8,175,22.46,EPA Safer Choice; UL GREENGUARD Gold,Yes,Emergency Department; Long-Term Care Home; Medical Office Building; Dental Clinic; Psychiatric Facility; Outpatient Surgery Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
3458,PROD-D0443FB4,GOJO Industries SaniTile Daily 700,GOJO Industries,Bathroom and Tile Cleaner,2.7,0.04,1:64,233,5.25,UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Diagnostic Imaging Centre; Medical Office Building; Psychiatric Facility; Long-Term Care Home; Community Health Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3459,PROD-2B250D37,Dustbane Products ThermalWash Pro Elite,Dustbane Products,Laundry Detergent (Institutional),5.0,0.02,1:200,,17.15,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Rehabilitation Centre; Community Health Centre; Emergency Department; Psychiatric Facility; Diagnostic Imaging Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
3460,PROD-45AA5362,Multi-Clean Inc. PathShield RTU Spray Elite,Multi-Clean Inc.,Disinfectant (Spray),55.3,55.3,RTU (Ready-to-Use),332,7.41,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02285211,Yes,Standard,No,No
3461,PROD-516BFD8E,Zep Inc. QuickDry Encap Elite,Zep Inc.,Carpet Cleaner (Encapsulation),9.0,9.0,RTU (Ready-to-Use),233,18.56,EPA Safer Choice; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Emergency Department; Psychiatric Facility; Medical Office Building; Rehabilitation Centre; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
3462,PROD-EBE157F3,Enviro-Solutions WaxBreak Complete Select,Enviro-Solutions,Floor Wax Stripper,1.7,0.1,1:16,167,14.14,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Acute Care Hospital; Dental Clinic; Medical Office Building; Emergency Department; Outpatient Surgery Centre; Diagnostic Imaging Centre; Psychiatric Facility; Community Health Centre; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
3463,PROD-3AD50D4C,Dustbane Products MediGuard Spray 300,Dustbane Products,Disinfectant (Spray),40.8,40.8,RTU (Ready-to-Use),138,6.22,EPA Safer Choice,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,DIN 02296526,Yes,Low VOC,No,No
3464,PROD-128222F7,Clorox Professional PowerCut Degreaser HD,Clorox Professional,General Purpose Degreaser,25.5,0.39,1:64,340,17.28,None,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,No,No
3465,PROD-CDEEED1B,SC Johnson Professional DeskClean Daily 100,SC Johnson Professional,Furniture Maintenance Product,10.7,10.7,RTU (Ready-to-Use),379,6.08,UL ECOLOGO; EPA Safer Choice,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Low VOC,Conditional,No
3466,PROD-2C2BC257,Sani Professional AcidFree Bath EC,Sani Professional,Bathroom and Tile Cleaner,2.6,2.6,RTU (Ready-to-Use),366,11.58,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Psychiatric Facility; Community Health Centre; Acute Care Hospital; Emergency Department; Diagnostic Imaging Centre; Outpatient Surgery Centre; Dental Clinic,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3467,PROD-771CBB2F,Enviro-Solutions QuatMax Concentrate Plus,Enviro-Solutions,Disinfectant (Concentrate),5.2,0.04,1:128,517,14.73,Green Seal GS-37; LEED v4 Compliant,Yes,Rehabilitation Centre; Acute Care Hospital; Community Health Centre; Diagnostic Imaging Centre; Dental Clinic,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02203800,Yes,Low VOC,Yes,Yes
3468,PROD-A07657E7,Avmor Ltd. AirPure Spray HD,Avmor Ltd.,Air Freshener (Spray),29.3,29.3,RTU (Ready-to-Use),1175,4.21,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
3469,PROD-4C92A387,Swish Maintenance GrillMaster Clean EC,Swish Maintenance,Oven/Grill Cleaner,3.2,3.2,RTU (Ready-to-Use),24,10.81,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Rehabilitation Centre; Long-Term Care Home; Medical Office Building; Acute Care Hospital; Dental Clinic; Diagnostic Imaging Centre; Psychiatric Facility; Community Health Centre; Emergency Department,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,Yes
3470,PROD-2C36386B,Hillyard Inc. OdorNeutral Liquid LV,Hillyard Inc.,Air Freshener (Liquid/Wick),9.2,9.2,RTU (Ready-to-Use),1777,9.8,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Acute Care Hospital; Dental Clinic; Psychiatric Facility; Rehabilitation Centre; Medical Office Building; Emergency Department; Diagnostic Imaging Centre; Community Health Centre; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
3471,PROD-11CEE22F,Enviro-Solutions ViruGuard 256 LV,Enviro-Solutions,Disinfectant (Concentrate),13.1,0.2,1:64,212,34.64,UL ECOLOGO,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02248545,Yes,Low VOC,Conditional,No
3472,PROD-447CEA76,Zep Inc. LowMoist CarpetCare 100,Zep Inc.,Carpet Cleaner (Encapsulation),4.5,0.26,1:16,279,33.13,EPA Safer Choice,Yes,Psychiatric Facility; Rehabilitation Centre; Community Health Centre; Medical Office Building; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3473,PROD-48FFC1D1,Clean Control Corporation AquaPure GP 300,Clean Control Corporation,General Purpose Cleaner,9.5,0.07,1:128,604,6.76,UL ECOLOGO; LEED v4 Compliant,Yes,Medical Office Building; Long-Term Care Home; Diagnostic Imaging Centre; Dental Clinic; Psychiatric Facility; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
3474,PROD-0EDC004E,3M Commercial Solutions FiberRescue 1000,3M Commercial Solutions,Spot Remover,22.9,22.9,RTU (Ready-to-Use),78,18.1,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
3475,PROD-14441004,3M Commercial Solutions OvenPro Heavy Duty 700,3M Commercial Solutions,Oven/Grill Cleaner,6.9,6.9,RTU (Ready-to-Use),50,31.55,Green Seal GS-37; UL ECOLOGO,Yes,Psychiatric Facility; Diagnostic Imaging Centre; Emergency Department; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
3476,PROD-5F3BE6B8,Enviro-Solutions DeskClean Daily 500,Enviro-Solutions,Furniture Maintenance Product,11.6,11.6,RTU (Ready-to-Use),370,24.24,UL ECOLOGO,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Conditional,No
3477,PROD-FFBEC178,Buckeye International LowMoist CarpetCare Elite,Buckeye International,Carpet Cleaner (Encapsulation),11.0,0.33,1:32,288,16.89,UL ECOLOGO; EPA Safer Choice,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
3478,PROD-A1D44630,Diversey Holdings AmbientClean HD,Diversey Holdings,Air Freshener (Liquid/Wick),4.6,4.6,RTU (Ready-to-Use),1461,9.35,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Long-Term Care Home; Rehabilitation Centre; Outpatient Surgery Centre; Psychiatric Facility; Diagnostic Imaging Centre; Dental Clinic; Medical Office Building,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Ultra-Low VOC,Yes,Yes
3479,PROD-8767CD44,Buckeye International GritClean Pro Pro,Buckeye International,Heavy-Duty Hand Cleaner,1.6,1.6,RTU (Ready-to-Use),,11.93,Green Seal GS-37; EPA Safer Choice; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Rehabilitation Centre; Acute Care Hospital; Community Health Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
3480,PROD-AAF0E93D,GOJO Industries QuatSan Food 1000,GOJO Industries,Sanitizer (Food Contact),12.4,0.05,1:256,324,16.14,EPA Safer Choice,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,DIN 02217125,Yes,Low VOC,Conditional,No
3481,PROD-C0477375,SC Johnson Professional UriClean Daily 1000,SC Johnson Professional,Toilet/Urinal Care Product,2.4,2.4,RTU (Ready-to-Use),167,9.94,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Community Health Centre; Rehabilitation Centre; Outpatient Surgery Centre; Long-Term Care Home; Emergency Department; Diagnostic Imaging Centre; Acute Care Hospital,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3482,PROD-7A9048DC,Sani Professional PowerCut Degreaser 200,Sani Professional,General Purpose Degreaser,27.4,27.4,RTU (Ready-to-Use),352,14.66,None,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,No,No
3483,PROD-7E3468F0,Enviro-Solutions DuraCoat Healthcare Select,Enviro-Solutions,Floor Finish / Polish,5.6,5.6,RTU (Ready-to-Use),194,15.38,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Dental Clinic; Medical Office Building,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
3484,PROD-D0ED69D7,Procter & Gamble Professional DiamondShield Floor Finish 300,Procter & Gamble Professional,Floor Finish / Polish,3.1,3.1,RTU (Ready-to-Use),341,12.67,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Outpatient Surgery Centre; Rehabilitation Centre; Dental Clinic; Medical Office Building; Long-Term Care Home; Acute Care Hospital,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,Yes
3485,PROD-FB9B21D5,Chase Products Co. QuatMax Concentrate HD,Chase Products Co.,Disinfectant (Concentrate),2.7,0.02,1:128,564,38.53,Green Seal GS-37; LEED v4 Compliant,Yes,Dental Clinic; Acute Care Hospital; Rehabilitation Centre; Psychiatric Facility; Community Health Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02276213,Yes,Ultra-Low VOC,Yes,Yes
3486,PROD-37A21888,Midlab Inc. CarbonBreak Pro Select,Midlab Inc.,Oven/Grill Cleaner,6.4,1.28,1:4,25,14.56,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Long-Term Care Home; Psychiatric Facility; Community Health Centre; Medical Office Building; Outpatient Surgery Centre; Diagnostic Imaging Centre; Rehabilitation Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
3487,PROD-C660959E,Clorox Professional BondRelease Pro,Clorox Professional,Adhesive Remover,24.9,24.9,RTU (Ready-to-Use),77,11.36,None,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Conditional,No
3488,PROD-53F55F5D,National Chemical Laboratories BioSurface Clean Ultra,National Chemical Laboratories,General Purpose Cleaner,4.8,0.04,1:128,674,13.5,UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Long-Term Care Home; Psychiatric Facility; Rehabilitation Centre; Medical Office Building; Community Health Centre; Acute Care Hospital,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,No
3489,PROD-657F6A22,Zep Inc. InoxBright 500,Zep Inc.,Stainless Steel Cleaner,7.4,7.4,RTU (Ready-to-Use),132,18.29,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Psychiatric Facility; Outpatient Surgery Centre; Dental Clinic; Rehabilitation Centre; Long-Term Care Home; Emergency Department; Acute Care Hospital; Diagnostic Imaging Centre; Community Health Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,Yes
3490,PROD-9CF7495D,Dustbane Products SpotShot Pro Ultra,Dustbane Products,Spot Remover,25.3,25.3,RTU (Ready-to-Use),195,20.47,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
3491,PROD-5858A33E,Sani Professional DeepClean Carpet Extract 300,Sani Professional,Carpet Cleaner (Extraction),6.1,0.36,1:16,205,21.17,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Emergency Department; Community Health Centre; Acute Care Hospital; Medical Office Building; Long-Term Care Home; Rehabilitation Centre; Dental Clinic; Outpatient Surgery Centre; Psychiatric Facility,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,No,Low VOC,Yes,No
3492,PROD-2CEF044F,GOJO Industries QuatPro Spray EC,GOJO Industries,Disinfectant (Spray),44.4,44.4,RTU (Ready-to-Use),151,12.54,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,DIN 02258741,No,Low VOC,No,No
3493,PROD-16EE05B6,Charlotte Products PorcelainPure HD,Charlotte Products,Toilet/Urinal Care Product,5.0,5.0,RTU (Ready-to-Use),144,13.77,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,No
3494,PROD-7B4CFB6E,Essential Industries HygieneMax Multi HD,Essential Industries,General Purpose Cleaner,6.4,6.4,RTU (Ready-to-Use),515,8.05,UL ECOLOGO; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Medical Office Building; Dental Clinic; Long-Term Care Home; Community Health Centre; Diagnostic Imaging Centre; Psychiatric Facility; Acute Care Hospital,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Low VOC,Yes,No
3495,PROD-53C4C119,Ecolab Inc. GreenForce Degreaser HD,Ecolab Inc.,General Purpose Degreaser,19.4,0.59,1:32,306,17.77,EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Low VOC,Conditional,No
3496,PROD-583B1C3F,Midlab Inc. DuraCoat Healthcare Ultra,Midlab Inc.,Floor Finish / Polish,0.6,0.6,RTU (Ready-to-Use),299,25.21,Green Seal GS-37; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Dental Clinic; Outpatient Surgery Centre; Rehabilitation Centre; Acute Care Hospital; Long-Term Care Home,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
3497,PROD-6E9496DB,Midlab Inc. PorcelainPure Plus,Midlab Inc.,Toilet/Urinal Care Product,5.8,5.8,RTU (Ready-to-Use),97,14.99,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Medical Office Building; Psychiatric Facility; Rehabilitation Centre; Dental Clinic; Diagnostic Imaging Centre; Emergency Department; Long-Term Care Home; Acute Care Hospital; Outpatient Surgery Centre; Community Health Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,No,Low VOC,Yes,Yes
3498,PROD-7FFAA78B,Swish Maintenance SaniBowl HC EC,Swish Maintenance,Toilet/Urinal Care Product,1.0,1.0,RTU (Ready-to-Use),140,4.85,UL ECOLOGO; UL GREENGUARD Gold,Yes,Community Health Centre; Diagnostic Imaging Centre; Emergency Department; Long-Term Care Home; Acute Care Hospital; Medical Office Building; Rehabilitation Centre; Dental Clinic,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,No
3499,PROD-D65385A5,Ecolab Inc. AdhesiOff Pro EC,Ecolab Inc.,Adhesive Remover,34.4,34.4,RTU (Ready-to-Use),69,38.94,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,No,No
